first_name,last_name,customer_id,transaction_id,transaction_datetime,amount,vendor,transaction_type,next_transaction_date,likelihood_prediction
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,89adb755-71c2-44fb-be42-f3c234b66cd3,2024-04-24,266.23,Costco,Debit,2024-05-09,15.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,71b2a0a8-4b51-4537-9047-1da4725b0191,2024-05-09,440.86,Costco,Debit,2024-05-20,11.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,58cf494a-e135-4538-aaaf-3638af0cbe58,2024-05-20,123.17,Costco,Debit,2024-05-25,5.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,ef524df5-e817-4e64-aff4-bacfa1f18b26,2024-05-25,281.46,Costco,Debit,2024-05-31,6.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,67816809-4141-4665-b96c-2a596486cd24,2024-05-31,324.29,Costco,Debit,2024-06-15,15.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,a153dda4-c4c9-4655-a6bf-023103b4c084,2024-06-15,170.09,Costco,Credit,2024-06-23,8.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,002963f8-9351-4ee6-9ec1-8b5d6c5875e8,2024-06-23,375.0,Costco,Debit,2024-07-01,8.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,f19157f2-8957-49d3-85db-a16cb0084c2f,2024-07-01,302.55,Costco,Debit,2024-07-10,9.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,2cee550d-3e67-4387-9c9d-3214f0d963d1,2024-07-10,499.94,Costco,Debit,2024-07-22,12.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,68142d5b-793d-43d4-8dd1-5c9119b866f7,2024-07-22,323.01,Costco,Debit,2024-08-05,14.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,970b5bfc-2a1f-4424-ae4f-d2989017edb2,2024-08-05,242.68,Costco,Debit,2024-08-15,10.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,37fe1bf8-6076-48a6-8e1f-688965069de4,2024-08-15,340.33,Costco,Debit,2024-08-21,6.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,c1f9e33c-43d4-4d71-8d21-bb9c4e188bb7,2024-08-21,276.6,Costco,Credit,2024-08-31,10.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,cc434d8b-3c32-4d0a-9ad5-9cc0258de19b,2024-08-31,325.29,Costco,Debit,2024-09-09,9.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,8bdfb9be-c92b-4e80-9b01-039974b85b73,2024-09-09,260.71,Costco,Debit,2024-09-23,14.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,884b7a2f-9364-4501-b60b-d84d7ab3c6d8,2024-09-23,346.19,Costco,Debit,2024-09-29,6.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,7c00b361-ba31-4d0a-a882-8ad30db3803c,2024-09-29,261.4,Costco,Credit,2024-10-12,13.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,84bf068c-9e4a-40e9-ba47-8538fa6ecbed,2024-10-12,444.03,Costco,Credit,2024-10-21,9.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,9ee3cb82-e44a-4473-bd9e-156fd44ecf1b,2024-10-21,215.63,Costco,Credit,2024-10-30,9.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,a3a9ab58-fb6b-4e17-8a36-230f7f4d8024,2024-10-30,105.54,Costco,Debit,2024-11-04,5.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,4b542d2b-14ff-40fa-9e76-ff2c2ba1aff9,2024-11-04,76.71,Costco,Debit,2024-11-19,15.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,0158ce40-3cf3-4a2d-b11f-fdcbb7c221de,2024-11-19,138.33,Costco,Debit,2024-12-04,15.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,6da65b40-8209-48df-9c50-a93c8b548b75,2024-12-04,137.43,Costco,Credit,2024-12-18,14.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,3b0e778c-5458-4059-8f83-e68be4add5a1,2024-12-18,146.86,Costco,Debit,2025-01-02,15.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,29e6c0e7-45ab-4ef0-80ec-4aee7d68f479,2025-01-02,320.55,Costco,Credit,2025-01-15,13.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,0aece5e8-07b7-46d9-adfb-99fbc618c422,2025-01-15,289.41,Costco,Debit,2025-01-25,10.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,fee0c17e-dd97-4dcb-9227-a5eb8ee59811,2025-01-25,247.69,Costco,Credit,2025-02-09,15.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,f01f36ce-46ff-44ce-98e6-3c30e86997dd,2025-02-09,486.43,Costco,Debit,2025-02-19,10.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,291675a5-46ec-4f37-a86c-951ac97ec8c7,2025-02-19,157.7,Costco,Debit,2025-02-24,5.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,fb7959d9-f571-4a09-b288-67628f6337d3,2025-02-24,462.92,Costco,Debit,2025-03-06,10.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,ffd64e6e-f3d5-4745-9a7a-4288f70fe470,2025-03-06,203.61,Costco,Credit,2025-03-16,10.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,6b5756f4-dbd1-4660-9068-17703e1b5661,2025-03-16,254.43,Costco,Debit,2025-03-31,15.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,ddcbe601-8414-4c47-a43e-e3fd0b5df669,2025-03-31,115.15,Costco,Credit,2025-04-09,9.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,83dc9e96-20a7-4ed7-b998-b8f32c70097e,2025-04-09,191.17,Costco,Debit,2025-04-17,8.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,af62c905-ed6b-4047-bca8-5862c3c6ab15,2025-04-17,320.95,Costco,Credit,2025-04-29,12.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,81941b24-a5ae-4526-a660-49326f1bdbf1,2025-04-29,287.54,Costco,Debit,2025-05-07,8.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,89b7585e-a594-4489-b944-22bdd0125872,2025-05-07,370.64,Costco,Credit,2025-05-18,11.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,2f04c2b1-19db-491b-bf31-14e093096974,2025-05-18,268.34,Costco,Credit,2025-05-31,13.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,ea9e998e-42c6-44d8-a467-d9532d8557b9,2025-05-31,247.81,Costco,Debit,2025-06-09,9.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,d26b8914-62d4-477a-818c-9d61b682b3d2,2025-06-09,261.62,Costco,Credit,2025-06-18,9.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,9b7f9b0a-c166-4af8-a781-83416513a516,2025-06-18,92.01,Costco,Credit,2025-06-23,5.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,05c3f518-4f94-49e8-bdab-399f251d2ef2,2025-06-23,250.24,Costco,Credit,2025-06-28,5.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,80b379af-6493-4c8f-b11d-e198247f9ba6,2025-06-28,328.05,Costco,Debit,2025-07-09,11.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,b8be2260-7c11-460c-96ab-1cfc6c86aa64,2025-07-09,89.99,Costco,Credit,2025-07-24,15.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,35ca8992-27ed-47c9-af38-dd6c74e54b02,2025-07-24,272.33,Costco,Credit,2025-08-05,12.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,c4ccc901-604e-42ab-819b-3a86524344ea,2025-08-05,401.78,Costco,Credit,2025-08-12,7.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,56dcdcc5-2277-4168-9593-f9d64d7c6146,2025-08-12,488.89,Costco,Debit,2025-08-18,6.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,ee508c98-bf46-4de8-a378-2e4f2926086d,2025-08-18,487.86,Costco,Debit,2025-08-29,11.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,87a25cc5-7803-4799-bb4f-cb07b865b742,2025-08-29,75.32,Costco,Credit,2025-09-13,15.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,0acf47b8-2001-4d2c-b0b3-62f05b6946b1,2025-09-13,413.79,Costco,Credit,2025-09-22,9.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,70acfaaa-4442-44e6-9e3c-520485a2714b,2025-09-22,67.05,Costco,Credit,2025-10-04,12.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,62aa233c-15b9-47c4-a5fb-fe5ea73fbf7c,2025-10-04,75.53,Costco,Credit,2025-10-18,14.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,8f61698b-363b-46bd-9a0e-ce97d920f703,2025-10-18,70.15,Costco,Debit,2025-10-26,8.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,e726091a-36ed-444d-abee-3a0352fe2d0b,2025-10-26,98.24,Costco,Debit,2025-11-04,9.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,60348750-b5e0-4c23-a07f-49f359427051,2025-11-04,486.84,Costco,Credit,2025-11-10,6.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,4f4da79a-9e49-4827-a260-ed1a859f74f9,2025-11-10,244.7,Costco,Credit,2025-11-21,11.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,9cc4bfcd-7d8a-413c-8d8f-f95fafb87e33,2025-11-21,477.42,Costco,Credit,2025-12-01,10.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,d9791c7d-1a70-45fd-b09b-1ef6b65c502b,2025-12-01,116.16,Costco,Debit,2025-12-10,9.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,2b677516-bdc6-4a48-af30-b55ae839c6c1,2025-12-10,461.45,Costco,Credit,,0.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,944ce74d-c098-450a-bd25-5f0d9c90df49,2025-12-19,471.66,Delta Airlines,Debit,2025-12-31,12.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,9f17d41f-025d-48e6-8c07-f7d1a3c1dae7,2025-12-31,219.08,Delta Airlines,Debit,2026-01-15,15.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,89de807e-cbc7-4372-bf05-267688b00ceb,2026-01-15,354.18,Delta Airlines,Debit,2026-01-22,7.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,553bca95-10d5-4a13-adc7-ae078c3df5ee,2026-01-22,402.62,Delta Airlines,Credit,2026-02-04,13.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,1762306a-f5e8-435d-a065-301af0b2f73b,2026-02-04,112.08,Delta Airlines,Credit,2026-02-14,10.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,33c7c2dc-a0c0-479d-a9e7-dfa71ec4716e,2026-02-14,219.03,Delta Airlines,Credit,2026-02-21,7.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,576d4d61-c95c-4945-a389-cce61a0d23aa,2026-02-21,462.89,Delta Airlines,Credit,2026-03-02,9.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,5c6bfede-3eeb-45f6-ba76-783a84e3df3e,2026-03-02,225.52,Delta Airlines,Credit,2026-03-07,5.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,e2829118-f3bc-4691-a00f-44ca9f3e96a7,2026-03-07,246.68,Delta Airlines,Debit,2026-03-21,14.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,a8a12857-ea69-4000-a446-73d48cd55d53,2026-03-21,280.45,Delta Airlines,Debit,2026-04-02,12.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,52fc3f39-3937-48ea-a278-58292838dfb7,2026-04-02,157.08,Delta Airlines,Debit,2026-04-08,6.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,17f8ca3d-dadd-4095-a43c-8a753c14dc98,2026-04-08,391.16,Delta Airlines,Credit,2026-04-14,6.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,d747be51-4b73-4baf-add6-d65075cb6cf1,2026-04-14,483.61,Delta Airlines,Credit,2026-04-25,11.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,5f86ca28-470a-4056-b866-131fe8d17434,2026-04-25,215.76,Delta Airlines,Debit,2026-05-05,10.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,4d6cbfaf-193c-42ac-85be-9ae1b3f04a53,2026-05-05,499.23,Delta Airlines,Debit,2026-05-19,14.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,c147dc0e-1fd0-4742-9bfa-80a951d72b3a,2026-05-19,470.95,Delta Airlines,Debit,2026-05-26,7.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,009db2e7-8acc-4441-b0be-107039e3b5c5,2026-05-26,491.73,Delta Airlines,Debit,2026-06-02,7.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,4fb743f6-0b02-4ec6-8934-7f948c8379d8,2026-06-02,352.99,Delta Airlines,Credit,2026-06-16,14.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,b3a7d348-9ed3-4690-85c0-132792209561,2026-06-16,284.01,Delta Airlines,Credit,2026-06-21,5.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,90ebe007-8db7-4be7-bfab-9d7252e0b4f6,2026-06-21,340.28,Delta Airlines,Credit,2026-07-06,15.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,66d76a3c-38f8-4253-9f2b-854b3affd2f1,2026-07-06,396.49,Delta Airlines,Debit,2026-07-15,9.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,e8d24fff-80a8-49c1-8148-e49287bafad3,2026-07-15,366.79,Delta Airlines,Debit,2026-07-30,15.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,3b81bb88-1093-4383-a27c-47c744e5c73d,2026-07-30,100.95,Delta Airlines,Debit,2026-08-10,11.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,47ac572a-8ebc-4861-bf9b-db8a8178a650,2026-08-10,409.48,Delta Airlines,Credit,2026-08-16,6.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,e77e3303-b20e-46c4-a7f4-7c21ce82d674,2026-08-16,112.08,Delta Airlines,Credit,,0.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,f80878ad-c316-4e53-a771-8ad4bc7b7b7b,2026-08-29,84.86,Starbucks,Debit,2026-09-11,13.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,5b65fae1-e321-4f29-ae52-fe266f193c91,2026-09-11,71.33,Starbucks,Credit,2027-06-01,263.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,e8de0291-abf2-4b24-949c-ca0ae44c75cf,2026-09-18,46.29,Subway,Debit,2026-10-11,23.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,b8e367e6-cc84-41ce-927c-0f5bed2808d2,2026-09-26,66.01,Chick-Fil-A,Debit,2026-11-24,59.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,379b2695-8679-49ed-a490-f21c4d72e32a,2026-10-11,26.58,Subway,Credit,2027-02-06,118.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,51e8ba49-c587-4fd0-b823-83dca54b2b43,2026-10-23,91.14,Amazon,Credit,2026-12-29,67.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,81326a35-eec1-4e41-b609-36ff0668fe44,2026-11-07,15.49,Panera Bread,Debit,2027-05-12,186.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,6e653ac8-499b-4d8a-9693-6402888ec98d,2026-11-14,244.54,Walmart,Debit,2026-12-01,17.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,3afdc57a-bf04-4725-b601-552870b14229,2026-11-24,55.93,Chick-Fil-A,Debit,2027-02-17,85.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,96535fe3-e414-4f2a-8bfd-6f5e79f3d060,2026-12-01,439.87,Walmart,Debit,2027-03-22,111.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,cbe6418f-ebc4-4a7e-82dd-9d8345df3dfd,2026-12-10,322.76,United Airlines,Credit,2027-03-27,107.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,21ebb411-fde7-4ed8-8448-8e7246961d02,2026-12-17,43.33,McDonald's,Debit,2027-01-31,45.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,650dda7b-1378-43c0-97d8-ead2cef9c75a,2026-12-29,145.75,Amazon,Credit,2027-04-27,119.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,283f3d75-7a75-4f79-903f-7bfb67649ca5,2027-01-06,11.43,CVS Pharmacy,Credit,2027-01-19,13.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,9baca348-ece5-4df2-aa42-67611f66c60f,2027-01-19,73.65,CVS Pharmacy,Credit,2027-03-12,52.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,23157e83-e347-40ea-8547-499522cc5279,2027-01-31,49.2,McDonald's,Credit,2027-04-19,78.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,2b891590-da37-4568-8ae4-e0b59d8b068f,2027-02-06,47.01,Subway,Debit,2027-02-11,5.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,ff71a411-ed3b-455f-a3cb-c72566a1b5ec,2027-02-11,26.84,Subway,Debit,2027-05-03,81.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,a9232862-aace-4a92-947d-d67504695534,2027-02-17,36.81,Chick-Fil-A,Debit,2027-08-27,191.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,ef6b4cfe-954c-4a76-8467-f79d2d66c8a7,2027-03-04,476.23,American Airlines,Debit,2027-04-01,28.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,5e846aae-8317-4b60-aaa9-88fc4814d255,2027-03-12,65.74,CVS Pharmacy,Credit,2027-10-25,227.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,d8f99f94-d948-4f76-b95e-d79fde0e71e6,2027-03-22,172.73,Walmart,Debit,2027-12-23,276.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,34ebc68e-1bb5-4324-9314-4f35ba5968ae,2027-03-27,279.7,United Airlines,Debit,2027-10-06,193.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,b6c36491-d64d-4453-8305-3e76b5aeef6d,2027-04-01,417.17,American Airlines,Debit,2027-04-12,11.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,7fcd0e11-83d9-437b-948d-a5c85cf4c522,2027-04-12,345.69,American Airlines,Credit,2027-09-30,171.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,ed23cded-d6de-4b07-bdda-aff9b8599bcf,2027-04-19,37.76,McDonald's,Credit,2027-06-29,71.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,d0360280-44b9-43bb-8d01-1b43bc888d51,2027-04-27,276.03,Amazon,Credit,2027-07-27,91.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,494724ac-fc49-4710-b911-4d070c903f4e,2027-05-03,60.83,Subway,Credit,2027-09-21,141.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,922eac30-9f87-4e55-bf87-dad8b68d51d5,2027-05-12,40.53,Panera Bread,Debit,2027-05-19,7.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,8cec7497-0c1a-4e50-854a-5b2fada758fb,2027-05-19,76.4,Panera Bread,Credit,2027-06-07,19.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,55d10851-9455-47cc-b767-309da8caa568,2027-06-01,18.23,Starbucks,Debit,2027-06-20,19.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,c1f5a126-fcf7-4795-9569-892d5cb382cc,2027-06-07,94.72,Panera Bread,Debit,2027-09-13,98.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,064dd319-6c39-4749-be39-85cca66e0ac9,2027-06-20,17.38,Starbucks,Debit,2027-08-19,60.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,683625cf-c2c4-4193-9e61-f9d0cd315e6f,2027-06-29,54.12,McDonald's,Debit,2027-07-13,14.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,83880e68-174e-4f65-be5a-17d24a2cf1f6,2027-07-13,32.6,McDonald's,Debit,2027-08-09,27.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,c870320d-b9be-4b4d-9c2c-882e1758cba2,2027-07-27,335.14,Amazon,Credit,2027-09-04,39.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,48e00247-c51e-4b5e-beb9-cd73fc054d04,2027-08-09,55.09,McDonald's,Credit,,0.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,79a3d09f-97c5-4037-84b2-b04f167b32c4,2027-08-19,10.47,Starbucks,Credit,2027-11-09,82.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,27232b47-f40d-4546-a6d4-9ca8ef38d53d,2027-08-27,53.55,Chick-Fil-A,Credit,,0.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,8a8ef00f-c6fc-443d-b5f1-fbfb38fdc7de,2027-09-04,284.87,Amazon,Credit,2027-10-15,41.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,5073bc59-fd55-442c-bb81-612ecda7ff13,2027-09-13,72.81,Panera Bread,Credit,2028-01-23,132.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,adff060e-d239-4ba6-ae55-b60be74f1270,2027-09-21,83.12,Subway,Credit,2027-12-01,71.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,30eb8329-2d77-4e38-a1c3-c2f2ad7c0c87,2027-09-30,474.96,American Airlines,Debit,2027-12-28,89.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,427ad972-2ce9-4569-9406-33688cd3a99d,2027-10-06,255.94,United Airlines,Debit,,0.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,c4de6766-c8ab-4c9d-85af-83102c0f5f89,2027-10-15,461.65,Amazon,Credit,,0.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,c9933b52-c24b-4937-a30a-088897bce035,2027-10-25,62.25,CVS Pharmacy,Credit,2027-12-11,47.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,042a4eac-c575-4e08-b187-af25f84766ec,2027-11-09,26.46,Starbucks,Credit,2027-11-17,8.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,d3c7fc6e-9d48-4ebe-abd3-a60c2f8d30f1,2027-11-17,26.26,Starbucks,Credit,,0.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,ae1d88e2-3954-4260-97fd-4db6d895645e,2027-12-01,13.48,Subway,Debit,,0.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,c36dc1d9-1cc7-425a-ad6e-a9fb0f9706a8,2027-12-11,78.05,CVS Pharmacy,Debit,2027-12-16,5.0
Robin,Hernandez,00257d3a-5884-42c4-bcf0-547c8bbf8610,68504d06-91e4-4fa4-86b6-f706092bf5a6,2027-12-16,49.28,CVS Pharmacy,Credit,2028-02-05,51.0
